Title,Author,Genre,Department,Available,Library Location,Library Name,Library Address,Open Time,Close Time,Library Incharge,Contact Email,Contact Phone,Tags
The Elements of Argument,Annette T. Rottenberg,Writing,Humanities,True,Shelf WR674,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Argumentation,Rhetoric
The Prince,Niccolò Machiavelli,Political Science,Humanities,True,Shelf PS770,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Political Philosophy,Leadership
Marketing Management,Philip Kotler,Marketing,Business,True,Shelf MK907,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Marketing,Management
Artificial Intelligence: Foundations of Computational Agents,David Poole,Computer Science,Engineering,True,Shelf CS271,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,AI,Agents
Principles of Biochemistry,Lehninger,Chemistry,Sciences,True,Shelf CH372,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Biochemistry,Metabolism
Partial Differential Equations,Lawrence C. Evans,Mathematics,Sciences,True,Shelf MA473,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,PDE,Mathematical Physics
Introduction to Psychology,Rod Plotnik,Psychology,Social Sciences,True,Shelf PS574,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Psychology,Fundamentals
The Craft of Scientific Writing,Michael Alley,Writing,Humanities,True,Shelf WR675,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Scientific Writing,Technical Communication
The Prince,Niccolò Machiavelli,Political Science,Humanities,True,Shelf PS771,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Political Philosophy,Leadership
Financial Management: Theory and Practice,Eugene F. Brigham,Finance,Business,True,Shelf FI1312,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Financial Management,Capital Budgeting
Operating Systems: Internals and Design Principles,William Stallings,Computer Science,Engineering,True,Shelf CS272,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Operating Systems,Kernel
Organic Chemistry,Francis A. Carey,Chemistry,Sciences,True,Shelf CH373,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Organic Chemistry,Nomenclature
Numerical Analysis,Richard L. Burden,Mathematics,Sciences,True,Shelf MA474,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Numerical Methods,Approximation
Social Psychology,Gilovich, Psychology,Social Sciences,True,Shelf PS575,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Social Cognition,Influence
The Only Grammar Book You'll Ever Need,Susan Thurman,Writing,Humanities,True,Shelf WR676,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Grammar,Punctuation
The Prince,Niccolò Machiavelli,Political Science,Humanities,True,Shelf PS772,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Political Philosophy,Leadership
Strategic Management,Fred R. David,Strategy,Business,True,Shelf ST1403,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Strategy,Business Planning
Introduction to the Theory of Computation,John Martin,Computer Science,Engineering,True,Shelf CS273,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Computation,Formal Languages
Chemical Principles,Steven S. Zumdahl,Chemistry,Sciences,True,Shelf CH374,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,General Chemistry,Principles
Complex Variables and Applications,James Ward Brown,Mathematics,Sciences,True,Shelf MA475,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Complex Analysis,Applications
Introduction to Research Methods in Psychology,Paul Cozby,Psychology,Social Sciences,True,Shelf PS576,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Research Methods,Psychology
The Elements of Academic Style,Eric Hayot,Writing,Humanities,True,Shelf WR677,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Academic Writing,Style

Library Rules and Regulations for  Emerson University Multan Pakistan
1. General Conduct..Maintain silence in all areas of the library..Mobile phones must be kept on silent mode. Avoid calls inside the reading halls. Eating, drinking, and smoking are strictly prohibited.Treat library property with care. Any damage or theft will result in disciplinary action.
2. Library Membership..Only registered students, faculty, and staff are allowed to use the library.Library cards are non-transferable.Report any lost or stolen cards immediately.
3. Borrowing Books..Books can be borrowed by showing a valid university ID.Students may borrow up to 3 books for 14 days.Books must be returned or renewed before the due date to avoid fines.
4. Fines and Penalties..A fine of Rs. 10 per day will be charged for each overdue book.Lost or damaged books must be replaced or paid for in full.
5. Reading Room Rules..Personal belongings (bags, files) must be placed in the designated area..Only notebooks and reading materials are allowed inside.Seats cannot be reserved; unattended items may be removed.
6. Digital Library & Internet Use..Computers are for academic purposes only.Do not install, download, or alter any software.Accessing inappropriate or non-academic sites is strictly prohibited.
7. Respect for Others...Be courteous to library staff and fellow users.
Follow all instructions given by the library personnel.
